"community_code","chiefdom","phu","community","cahw","id","n_reports","n_animals","findable","as_final_score_r1","as_final_score_r2","mfu_final_score_r1","mfu_final_score_r2","fr_final_score_r1","fr_final_score_r2","sao_final_score_r1","sao_final_score_r2","final_score_r1","final_score_r2","tier_r1","tier_r2","n_reports_std","n_animals_std","findable_std","y_effort_avg","y_qual_2","y_qual_1","y_qual_avg","findable_FALSE","findable_TRUE","n_reports_FALSE","n_reports_TRUE","n_animals_FALSE","n_animals_TRUE","findable_1","findable_2","n_reports_1","n_reports_2","n_animals_1","n_animals_2","n_reports_1_std","n_animals_1_std","findable_1_std","y_effort_1","n_reports_2_std","n_animals_2_std","findable_2_std","y_effort_2","t1_COMC","t1_block","primary_stratum","t3_P4P","t2t3_block","t2_CM","n_all","embedded","conscientiousness","final_score_r2_rescaled","y_anderson","final_score_r2_anderson","ipw"
96,"Gbense","Koakor","[redacted]","[redacted]",10960,58,68,1,0.334708511829376,0.460779458284378,1.14952754974365,-0.140691086649895,0.18908753991127,0.631752729415894,-0.197067871689796,0,0.517724394798279,0.414377450942993,2,2,0.335842501447597,0.151819602589864,1,0.495887368012487,0.499175190740087,0.441242450884484,0.470208820812285,1,1,18,28,20,32,1,1,18,28,20,32,0.233463035019455,0.100150225338007,1,0.444537753452487,0.270009643201543,0.131524866420058,1,0.467178169873867,1,54,"FALSE",1,24,1,42.3333333333333,0.358084374202514,9,0.499175211356876,0.245814317562161,0.497758492895841,4
97,"Gbense","Koakor","[redacted]","[redacted]",10971,81,151,1,0.343519657850266,0.402896642684937,0.997959911823273,-0.120365850627422,0.527119815349579,0.631752729415894,2.14503026008606,0,1.35712289810181,0.397952228784561,2,2,0.469021424435437,0.33712882339808,1,0.602050082611172,0.497416769283719,0.573796713884667,0.535606741584193,1,1,61,20,112,39,1,1,61,20,112,39,0.79118028534371,0.560841261892839,1,0.784007182412183,0.192864030858245,0.160295930949445,1,0.451053320602563,0,150,"TRUE",0,84,0,77.6666666666667,0.6687454468974,8,0.497416789357189,0.753467928969369,0.589362811709758,8
99,"Gbense","Gbangadu","[redacted]","[redacted]",10991,35,51,1,-0.173068895936012,0.491458505392075,1.11163556575775,-0.153994888067245,0.422465622425079,0.631752729415894,-0.197067871689796,-0.14396533370018,0.3836769759655,0.35901528596878,1,2,0.202663578459757,0.113864701942398,1,0.438842760134052,0.493248325126614,0.424928125239577,0.459088225183096,1,1,19,13,29,14,1,1,19,13,29,14,0.246433203631647,0.14521782674011,1,0.463883676790586,0.125361620057859,0.0575421290587752,1,0.394301249705545,0,123,"FALSE",1,57,0,29,-1.16069624526583,8,0.493248347908581,0.137260452742385,-0.216814459046563,4
100,"Gbense","Boroma","[redacted]","[redacted]",11000,3,19,0.857142857142857,-0.648012697696686,0.324772566556931,-2.18496012687683,-0.155473083257675,-1.51091265678406,-1.84279537200928,-0.197067871689796,-0.14396533370018,-1.7196136713028,-0.796733438968658,0,0,0.0173711638679792,0.0424201830765796,0.857142857142857,0.305644734695805,0.36951825651825,0.126899062044531,0.248208659281391,1,0.666666666666667,0,1,0,5,1,0.666666666666667,0,1,0,5,0,0,1,0.333333333333333,0.00964320154291225,0.020550760378134,0.666666666666667,0.232286876195904,1,151,"TRUE",0,74,1,7.61904761904762,0.271077038644578,9,0.369518272026699,-0.343735747878808,-0.0219191578030547,8
101,"Gbense","Boroma","[redacted]","[redacted]",11010,63,91,1,0.447900235652924,0.438422620296478,1.0889003276825,-0.211644664406776,0.792491495609283,-0.660557210445404,0,-0.14396533370018,0.879511177539825,-0.254562795162201,2,0,0.364794441227562,0.203170350524671,1,0.522654930584078,0.427560983282514,0.485805690555395,0.456683336918955,1,1,20,30,34,40,1,1,20,30,34,40,0.259403372243839,0.170255383074612,1,0.476552918439484,0.289296046287367,0.164406083025072,1,0.48456737643748,1,154,"TRUE",1,76,0,51.6666666666667,-0.390655419542313,9,0.427561005236492,0.386145716030768,-0.415380142905952,8
103,"Gbense","Koakor","[redacted]","[redacted]",11030,13,46,0.714285714285714,0.121714927256107,0.447040140628815,-2.18496012687683,-0.155473083257675,-0.34104135632515,0.122258879244328,-0.197067871689796,-0.14396533370018,-0.855844378471375,0.116123996675014,0,1,0.0752750434279097,0.102701495869614,0.714285714285714,0.297420751194413,0.467245307231817,0.228225123813402,0.34773521552261,1,0.333333333333333,0,3,0,8,1,0.333333333333333,0,3,0,8,0,0,1,0.333333333333333,0.0289296046287367,0.0328812166050144,0.333333333333333,0.131714718189028,1,152,"TRUE",1,72,0,19.9047619047619,0.367082870889461,9,0.46724532752282,-0.457451019424811,-0.186599469435626,8
104,"Gbense","Small Sefadu","[redacted]","[redacted]",11041,244,460,1,0.432411164045334,0.387661755084991,1.22531127929688,-0.168776884675026,-0.0512264221906662,0.631752729415894,-0.197067871689796,0,0.477910876274109,0.370117694139481,2,2,1,1,1,1,0.494436908613891,0.43775132937274,0.466094118993315,1,1,116,110,240,173,1,1,116,110,240,173,1,1,1,1,1,0.711056309083436,1,0.903685436361145,0,154,"TRUE",1,90,1,235,-1.32728438361713,9,0.494436929626901,2.57175880197905,0.318529796785213,8
105,"Gbense","Gbangadu","[redacted]","[redacted]",11051,67,130,0.714285714285714,0.109487548470497,0.33873662352562,0.0885541662573814,-0.14606636762619,0.530344009399414,-0.835695683956146,-0.197067871689796,0,0.237652659416199,-0.283112376928329,1,0,0.387955993051534,0.290243357892387,0.714285714285714,0.464161688409879,0.42450457680775,0.39187820734197,0.40819139207486,0.5,1,18,43,44,70,0.5,1,18,43,44,70,0.233463035019455,0.220330495743615,0.5,0.317931176921024,0.414657666345227,0.287710645293876,1,0.567456103879701,0,76,"FALSE",1,54,1,65.9047619047619,0.133368316261396,7,0.42450459527289,0.0640068970819987,0.580677496926407,4
106,"Gbense","Small Sefadu","[redacted]","[redacted]",11061,35,101,1,0.430688202381134,0.41339647769928,1.22531127929688,-0.135763764381409,-0.332989931106567,0.122258879244328,-0.197067871689796,0.265228241682053,0.35166472196579,0.288984417915344,1,1,0.202663578459757,0.225496762670239,1,0.476053447043332,0.48575108745048,0.422941789497097,0.454346438473788,1,1,10,16,32,40,1,1,10,16,32,40,0.12970168612192,0.160240360540811,1,0.42998068222091,0.154291224686596,0.164406083025072,1,0.439565769237223,0,155,"TRUE",1,91,1,45.6666666666667,0.806455842124945,7,0.485751108732484,0.439608745611652,1.76352871532938,8
108,"Gbense","Koakor","[redacted]","[redacted]",11080,43,63,0.714285714285714,0.505320310592651,0.544726192951202,1.13437080383301,-0.0978233143687248,0.792491495609283,0.631752729415894,0,0,0.919300019741058,0.469837784767151,2,2,0.248986682107701,0.14065639651708,0.714285714285714,0.367976264303498,0.50511256350233,0.491180767948259,0.498146665725294,0.75,0.666666666666667,25,16,33,28,0.75,0.666666666666667,25,16,33,28,0.324254215304799,0.165247871807712,0.75,0.413167362370837,0.154291224686596,0.11508425811755,0.666666666666667,0.312014049823604,1,78,"FALSE",1,48,0,35.5714285714286,1.61821842430692,7,0.505112584389988,-0.347145497356793,0.761808364510456,4
109,"Gbense","Simbakoro","[redacted]","[redacted]",11091,17,40,0.857142857142857,0.283412337303162,0.57984060049057,-2.18496012687683,-0.303293019533157,0.109528318047523,-0.894075214862823,-0.197067871689796,0,-0.583181083202362,-0.27196130156517,0,0,0.0984365952518819,0.0893056485822729,0.857142857142857,0.348295033659004,0.425698366951597,0.260210402626542,0.342954384789069,1,0.666666666666667,6,8,13,23,1,0.666666666666667,6,8,13,23,0.0778210116731518,0.0650976464697046,1,0.380972886047619,0.077145612343298,0.0945334977394164,0.666666666666667,0.279448592249794,0,64,"FALSE",0,65,0,19.2857142857143,0.00499207890456135,7,0.425698387116288,-0.213246150377231,-0.192852271808012,4
110,"Gbense","Koakor","[redacted]","[redacted]",11100,6,16,0.285714285714286,-3.59189414978027,0.41215568780899,0,-0.155473083257675,-3.18111252784729,0.485803961753845,-0.197067871689796,-0.14396533370018,-3.09122490882874,0.259858548641205,0,1,0.0347423277359583,0.0357222594329091,0.285714285714286,0.118726290961051,0.482632984223231,0,0.241316492111616,0.5,0,1,2,2,2,0.5,0,1,2,2,2,0.012970168612192,0.0100150225338007,0.5,0.174328397048664,0.0192864030858245,0.0082203041512536,0,0.00916890241235937,1,100,"FALSE",1,40,0,7.42857142857143,-0.464375788277547,8,0.482633003613562,-1.4790688039733,-0.236840707182178,4
111,"Gbense","Simbakoro","[redacted]","[redacted]",11110,22,44,1,0.312609285116196,0.390459001064301,-2.18496012687683,-0.303293019533157,-0.251136273145676,-0.660557210445404,-0.197067871689796,0,-0.730794906616211,-0.252658933401108,0,0,0.127388535031847,0.0982362134405002,1,0.408541582824116,0.427764804736394,0.242894291307089,0.335329548021741,1,1,6,12,14,20,1,1,6,12,14,20,0.0778210116731518,0.0701051577366049,1,0.382642056469919,0.115718418514947,0.082203041512536,1,0.399307153342494,1,123,"FALSE",1,48,1,22.3333333333333,0.344470956877199,9,0.427764825457173,0.0916786139939515,-0.282542661400082,4
112,"Gbense","Koakor","[redacted]","[redacted]",11120,34,49,1,0.276139914989471,0.479606181383133,-1.45418763160706,-0.155473083257675,-0.326540142297745,-0.514608442783356,-0.197067871689796,-0.14396533370018,-0.552117109298706,-0.148157671093941,0,0,0.196873190503764,0.109399419513284,1,0.435424203339016,0.438952314151047,0.275226039597751,0.357089176874399,1,1,25,9,37,12,1,1,25,9,37,12,0.324254215304799,0.185277916875313,1,0.503177377393371,0.0867888138862102,0.0493218249075216,1,0.378703546264577,1,66,"FALSE",1,33,1,28,-0.863014250267425,5,0.438952334330019,0.124916284277865,-0.108401747398386,4
113,"Gbense","Koeyor","[redacted]","[redacted]",11130,19,73,1,0.315612465143204,0.308248996734619,-1.61658155918121,-0.0993015095591545,0.380192756652832,0.544183492660522,-0.197067871689796,0,-0.270584017038345,0.3274747133255,0,1,0.110017371163868,0.162982808662648,1,0.424333393275505,0.489871712063439,0.305724779062347,0.397798245562893,1,1,11,8,54,19,1,1,11,8,54,19,0.142671854734112,0.270405608412619,1,0.47102582104891,0.077145612343298,0.0780928894369092,1,0.385079500593402,1,132,"FALSE",1,50,0,31,0.476224561054489,9,0.489871733803537,0.26628991360888,0.681591787260745,4
114,"Gbense","Gbangadu","[redacted]","[redacted]",11140,131,210,0.857142857142857,0.316407948732376,0.448471575975418,0.372743457555771,-0.151038482785225,0.726954638957977,0.456614226102829,-0.197067871689796,0,0.506219327449799,0.327875435352325,2,1,0.75854082223509,0.468854655056933,0.857142857142857,0.694846111478293,0.489914614481026,0.427805218243259,0.458859916362142,1,0.666666666666667,22,65,37,82,1,0.666666666666667,22,65,37,82,0.285343709468223,0.185277916875313,1,0.490207208781179,0.626808100289296,0.337032470201398,0.666666666666667,0.543502412385787,1,149,"TRUE",0,69,1,113.952380952381,-0.276916238599362,9,0.489914633584187,0.843265034849653,0.45518261112859,8
115,"Gbense","Quidadu","[redacted]","[redacted]",11150,85,116,1,0.11552681773901,0.444585651159286,0.816078722476959,-0.122952699661255,0.457213819026947,0.631752729415894,5.29811000823975,0,2.1534960269928,0.415052950382233,2,2,0.492182976259409,0.258986380888591,1,0.583723119049334,0.499247506965033,0.713451840131154,0.606349673548094,1,1,24,59,28,84,1,1,24,59,28,84,0.311284046692607,0.14021031547321,1,0.483831454055272,0.568948891031823,0.345252774352651,1,0.638067221794825,1,41,"FALSE",0,48,1,67.3333333333333,0.153638564736438,6,0.49924752776534,0.542825070959878,0.58950667966778,4
117,"Gbense","Quidadu","[redacted]","[redacted]",11171,23,34,0.857142857142857,0.439160406589508,0.631245493888855,0.846392214298248,-0.10743160545826,0.726954638957977,-0.514608442783356,-0.197067871689796,-0.14396533370018,0.708986163139343,-0.0608304217457771,2,0,0.13317892298784,0.0759098012949319,0.857142857142857,0.355410527141876,0.448301238923408,0.458961652451286,0.453631445687347,1,0.666666666666667,8,14,8,25,1,0.666666666666667,8,14,8,25,0.103761348897536,0.0400600901352028,1,0.381273813010913,0.135004821600771,0.10275380189067,0.666666666666667,0.301475096719369,0,151,"TRUE",0,90,0,19.2857142857143,-0.162443834189541,6,0.448301258499491,-0.24802652502305,0.20731022679772,8
118,"Gbense","Gbangadu","[redacted]","[redacted]",11180,135,215,1,0.352371960878372,0.446250855922699,0.884284198284149,-0.133300095796585,0.74006199836731,-0.514608442783356,-0.197067871689796,0,0.688021540641785,-0.0900871083140373,2,0,0.781702374059062,0.480017861129717,1,0.753906745062926,0.445169127676068,0.457092003657196,0.451130565666632,1,1,50,62,75,99,1,1,50,62,75,99,0.648508430609598,0.375563345017526,1,0.674690591875708,0.597878495660559,0.406905055487053,1,0.668261183715871,1,106,"FALSE",0,24,1,117,-1.03717769247985,7,0.445169148577121,1.15398652832847,0.653909288787564,4
120,"Gbense","Boroma","[redacted]","[redacted]",11201,216,508,0.571428571428571,0.473316252231598,0.593006312847137,0.429581314325333,-0.279641836881638,0.704184353351593,-0.514608442783356,-0.197067871689796,0,0.583727657794952,-0.0899061858654022,2,0,1,1,0.571428571428571,0.857142857142857,0.445188497582675,0.437781937150906,0.44148521736679,0.5,0.666666666666667,40,154,93,376,0.5,0.666666666666667,40,154,93,376,0.518806744487679,0.465698547821733,0.5,0.49483509743647,1,1,0.666666666666667,0.888888888888889,0,153,"TRUE",0,85,1,241.52380952381,0.659271809616279,9,0.445188517448412,1.73330165040036,-0.0984892752196191,8
121,"Gbense","Koakor","[redacted]","[redacted]",11210,42,78,1,0.338505327701569,0.479207158088684,0.0885541662573814,-0.239941611886024,0.766276776790619,-0.00511458469554782,0,-0.14396533370018,0.50633031129837,0.0375459603965282,2,0,0.243196294151708,0.174146014735432,1,0.472447436295713,0.458833041719461,0.426462532104772,0.442647786912117,1,1,23,15,45,28,1,1,23,15,45,28,0.298313878080415,0.225338007010516,1,0.507883961696977,0.144648023143684,0.11508425811755,1,0.419910760420411,1,107,"FALSE",1,35,0,40.3333333333333,-1.15631183834666,9,0.45883306092749,0.302280188140031,-0.62555194833887,4
124,"Lei","Koima","[redacted]","[redacted]",11240,101,296,0.714285714285714,0.238241091370583,-0.221138626337051,0.467473179101944,-0.109648905694485,0.792491495609283,0.377005785703659,2.70870208740234,-0.14396533370018,1.43879413604736,-0.0446434393525124,2,0,0.584829183555298,0.660861799508819,0.714285714285714,0.653325565783277,0.45003415452991,0.583893708383787,0.516963931456848,0.75,0.666666666666667,42,58,82,208,0.75,0.666666666666667,42,58,82,208,0.544747081712063,0.410615923885829,0.75,0.568454335199297,0.55930568948891,0.854911631730374,0.666666666666667,0.693627995961984,1,73,"FALSE",0,39,0,132.571428571429,-0.0828625580012783,9,0.450034175453326,1.07631127889943,-0.191768803754716,4
125,"Lei","Saiama","[redacted]","[redacted]",11251,88,140,0.857142857142857,0.385323375463486,0.0958303064107895,0.145392030477524,-0.148082092404366,0.792491495609283,0.631752729415894,-0.197067871689796,0,0.495007008314133,0.251540333032608,2,1,0.509554140127389,0.312569770037955,0.857142857142857,0.559755589102734,0.481742466650432,0.422952099256095,0.452347282953263,0.75,1,51,37,64,76,0.75,1,51,37,64,76,0.66147859922179,0.320480721081622,0.75,0.577319773434471,0.356798457087753,0.312371557747637,1,0.55639000494513,0,68,"FALSE",1,65,1,76.2857142857143,-0.0346639196716378,8,0.481742486993256,0.409217244593476,0.331711885509743,4
126,"Lei","Kombayendeh","[redacted]","[redacted]",11261,21,28,0.571428571428571,0.384663581848145,-3.03969097137451,-0.479824393987656,-0.155473083257675,0.661417782306671,-2.2978367805481,-0.197067871689796,-0.14396533370018,0.240848258137703,-2.46713399887085,1,0,0.121598147075854,0.062513954007591,0.571428571428571,0.251846890837339,0.190691518314518,0.383408483048435,0.287050000681476,1,0,18,0,25,0,1,0,18,0,25,0,0.233463035019455,0.125187781672509,1,0.452883605563988,0,0,0,0,0,159,"TRUE",0,90,1,16.5238095238095,0.755720433356902,9,0.190691522258037,-0.843780228052653,-1.13101214786696,8
127,"Lei","Gbongongor","[redacted]","[redacted]",11270,59,79,1,0.21446068584919,0.371391505002975,-1.0482029914856,-0.161385878920555,0.269334197044373,0.631752729415894,0,-0.14396533370018,-0.125658810138702,0.303273528814316,0,1,0.34163288940359,0.176378655949989,1,0.506003848451193,0.487280824848092,0.33463668438873,0.410958754618411,1,1,28,28,44,30,1,1,28,28,44,30,0.363164721141375,0.220330495743615,1,0.527831738961663,0.270009643201543,0.123304562268804,1,0.464438068490116,1,77,"FALSE",1,41,1,46.3333333333333,-0.0500047832795678,9,0.487280846760886,0.312581178743148,-0.298651491571769,4
129,"Lei","Kunundu","[redacted]","[redacted]",11290,95,246,0.857142857142857,0.33453232049942,-0.032812338322401,-0.697702884674072,-0.109648905694485,0.574035286903381,-0.0236898809671402,0,0,0.173101648688316,-0.0745588839054108,1,0,0.55008685581934,0.549229738780978,0.857142857142857,0.652153150581058,0.446831521620448,0.375137502245938,0.410984511933193,0.75,1,43,40,85,124,0.75,1,43,40,85,124,0.557717250324254,0.42563845768653,0.75,0.577785236003595,0.38572806171649,0.509658857377723,1,0.631795639698071,1,41,"FALSE",1,32,0,113.952380952381,0.175192830992568,9,0.446831541399137,1.05194728272456,0.567280993987366,4
130,"Lei","Kunundu","[redacted]","[redacted]",11300,9,14,0.571428571428571,0.451742857694626,0.249372139573097,-0.366148680448532,-0.155473083257675,0.451742857694626,-1.9484395980835,-0.197067871689796,-0.14396533370018,0.212889835238457,-0.875910460948944,1,0,0.0521134916039375,0.0312569770037955,0.571428571428571,0.218266346678768,0.361041863574836,0.381897684550501,0.371469774062668,0.5,0.666666666666667,7,0,8,0,0.5,0.666666666666667,7,0,8,0,0.0907911802853437,0.0400600901352028,0.5,0.210283756806849,0,0,0.666666666666667,0.222222222222222,1,124,"FALSE",0,49,1,7.85714285714286,0,NA,0.361041880293493,-0.931440591053034,-0.0367338143859363,4
132,"Lei","Kongoifeh","[redacted]","[redacted]",11321,14,32,0.857142857142857,0.24125075340271,0.295158386230469,-0.479824393987656,-0.0224351454526186,0.792491495609283,0.631752729415894,-0.197067871689796,-0.14396533370018,0.235353231430054,0.330702066421509,1,2,0.0810654313839027,0.0714445188658183,0.857142857142857,0.336550935797526,0.490217222789994,0.382763878678555,0.436490550734275,1,0.666666666666667,7,5,17,10,1,0.666666666666667,7,5,17,10,0.0907911802853437,0.085127691537306,1,0.391972957274217,0.0482160077145612,0.041101520756268,0.666666666666667,0.251994731712499,0,94,"FALSE",0,62,0,15.6190476190476,0.0253676023584044,4,0.490217241987842,-0.262372587485561,0.43744935737995,4
134,"Lei","Saiama","[redacted]","[redacted]",11341,110,143,1,0.270616441965103,-0.0394455417990685,0.429581314325333,-0.114083506166935,-0.599903762340546,0.377005785703659,-0.197067871689796,-0.14396533370018,-0.0872961431741714,0.0328777730464935,0,0,0.636942675159236,0.319267693681625,1,0.652070122946954,0.45833328150281,0.359066237498791,0.4086997595008,1,1,26,64,25,80,1,1,26,64,25,80,0.337224383916991,0.125187781672509,1,0.487470721863167,0.617164898746384,0.328812166050144,1,0.648659021598843,0,63,"FALSE",1,58,0,84.6666666666667,0.135780663611374,8,0.458333302491605,0.712349067853004,-0.153617856151004,4
140,"Lei","Kongoifeh","[redacted]","[redacted]",11400,153,544,1,0.372934877872467,0.222871020436287,0.997959911823273,-0.14606636762619,-0.21978023648262,0.377005785703659,0,0,0.366892248392105,0.196571573615074,1,1,0.885929357266937,1,1,0.961976452422312,0.475857718932864,0.424256838802391,0.450057278867627,1,1,62,87,229,295,1,1,62,87,229,295,0.804150453955902,1,1,0.934716817985301,0.838958534233366,1,1,0.946319511411122,1,113,"FALSE",1,45,1,232.666666666667,-0.876275919181531,9,0.475857740052062,2.566829138009,0.413256672211618,4
141,"Lei","Koima","[redacted]","[redacted]",11411,6,20,0.714285714285714,-3.59189414978027,-0.220959514379501,0,-0.0815631225705147,-3.18111252784729,-0.330447643995285,-0.197067871689796,-0.14396533370018,-3.09122490882874,-0.341675877571106,0,0,0.0347423277359583,0.0446528242911364,0.714285714285714,0.264560288770936,0.418234988938241,0,0.20911749446912,0.75,0.666666666666667,3,2,12,6,0.75,0.666666666666667,3,2,12,6,0.0389105058365759,0.0600901352028042,0.75,0.283000213679793,0.0192864030858245,0.0246609124537608,0.666666666666667,0.236871327402084,0,93,"FALSE",1,63,0,8.9047619047619,-0.494213040576849,5,0.418235008967413,-0.616423788965072,0.0368025693169791,4
143,"Lei","Kunundu","[redacted]","[redacted]",11431,100,190,1,-0.0669094622135162,0.109275296330452,1.17984104156494,-0.180333703756332,-0.21751780807972,0.631752729415894,-0.197067871689796,0,0.167273581027985,0.243315547704697,1,1,0.579038795599305,0.424201830765796,1,0.667746875455034,0.48086195286278,0.40060387428288,0.44073291357283,1,1,26,73,44,143,1,1,26,73,44,143,0.337224383916991,0.220330495743615,1,0.519184959886869,0.703953712632594,0.587751746814632,1,0.763901819815742,0,57,"FALSE",0,59,1,97,-0.357079625649218,5,0.480861972664512,0.994054095652626,0.159395551921435,4
145,"Lei","Kombayendeh","[redacted]","[redacted]",11451,38,48,1,0.262236744165421,-0.342201918363571,0.134024411439896,0.0514748208224773,-0.317919731140137,0.631752729415894,-0.197067871689796,-0.14396533370018,-0.0578658953309059,0.0842859297990799,0,1,0.220034742327736,0.107166778298727,1,0.442400506875488,0.463836844297624,0.357919419266191,0.410878131781907,1,1,22,14,26,20,1,1,22,14,26,20,0.285343709468223,0.130195292939409,1,0.471846334135877,0.135004821600771,0.082203041512536,1,0.405735954371102,0,75,"FALSE",0,56,1,29,-0.333456039773792,9,0.463836864813328,0.119870265419475,0.623762498863088,4
146,"Lei","Saiama","[redacted]","[redacted]",11461,22,45,1,0.327789425849915,-0.0272160116583109,-2.18496012687683,-0.204746395349503,-0.0168817937374115,-2.21026754379272,0,-0.14396533370018,-0.558093786239624,-1.13292717933655,0,0,0.127388535031847,0.100468854655057,1,0.409285796562301,0.333526627551571,0.266219906966366,0.299873267258969,1,1,13,7,26,15,1,1,13,7,26,15,0.168612191958496,0.130195292939409,1,0.432935828299301,0.0675024108003857,0.061652281134402,1,0.376384897311596,0,48,"FALSE",0,58,1,22.6666666666667,1.40126253448622,9,0.333526645032704,0.0977255798513368,-0.374626500490635,4
147,"Lei","Koima","[redacted]","[redacted]",11470,52,103,1,0.354140877723694,0.147642523050308,-0.574554145336151,-0.155473083257675,0.630599081516266,0.631752729415894,-0.197067871689796,0,0.18391065299511,0.270967274904251,1,1,0.301100173711639,0.229962045099353,1,0.510354072936997,0.483822239559667,0.375255212074374,0.42953872581702,1,1,30,10,64,16,1,1,30,10,64,16,0.389105058365759,0.320480721081622,1,0.56986192648246,0.0964320154291225,0.0657624332100288,1,0.387398149546384,1,127,"FALSE",0,43,0,52,-0.860594055807924,8,0.48382226172289,0.455956702072154,0.308980270240671,4
149,"Lei","Kongoifeh","[redacted]","[redacted]",11491,99,175,1,0.326090723276138,0.0422076471149921,0.372743457555771,-0.122952699661255,0.792491495609283,0.231057047843933,-0.197067871689796,0,0.539717197418213,0.0638412907719612,2,1,0.573248407643312,0.390712212547444,1,0.654653540063585,0.461648119152034,0.431734746609586,0.44669143288081,1,1,24,47,37,77,1,1,24,47,37,77,0.311284046692607,0.185277916875313,1,0.498853987855973,0.453230472516876,0.316481709823264,1,0.589904060780046,0,131,"FALSE",1,66,0,91.6666666666667,0.128104636004078,9,0.461648139285346,0.903099371042097,0.493291416365341,4
150,"Lei","Koima","[redacted]","[redacted]",11500,27,41,0.571428571428571,0.304598957300186,-0.0129968971014023,0.306432634592056,-0.0926496163010597,-0.560581624507904,0.122258879244328,0,-0.14396533370018,-0.0315379649400711,-0.0575911179184914,0,0,0.156340474811812,0.0915382897968297,0.571428571428571,0.273102445345738,0.448648026111042,0.366757318489539,0.40770267230029,0.75,0.333333333333333,21,6,32,9,0.75,0.333333333333333,21,6,32,9,0.272373540856031,0.160240360540811,0.75,0.394204633798947,0.0578592092574735,0.0369913686806412,0.333333333333333,0.142727970423816,1,43,"FALSE",1,28,0,22.8571428571429,-0.286689212994836,9,0.44864804608377,-0.76366825140815,-0.000131911344021751,4
151,"Lei","Gbongongor","[redacted]","[redacted]",11510,0,0,0,-3.59189414978027,-3.03969097137451,0,-0.155473083257675,-3.18111252784729,-2.2978367805481,-0.197067871689796,-0.14396533370018,-3.09122490882874,-2.46713399887085,0,0,0,0,0,0,0.190691518314518,0,0.0953457591572589,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,"FALSE",1,34,1,0,0.443161518264929,9,0.190691522258037,-2.13629311257576,-1.13101214786696,4
152,"Lei","Kongoifeh","[redacted]","[redacted]",11520,211,1829,0.857142857142857,-0.422134310007095,0.309401154518127,-1.0172004699707,-0.152188196778297,-0.819742143154144,-0.835695683956146,-0.197067871689796,0,-0.946084320545197,-0.29861906170845,0,0,1,1,0.857142857142857,0.952380952380952,0.42284448916177,0.235810980884763,0.329327735023266,1,0.666666666666667,58,145,389,1395,1,0.666666666666667,58,145,389,1395,0.752269779507134,1,1,0.917423259835711,1,1,0.666666666666667,0.888888888888889,1,160,"TRUE",0,79,1,680.285714285714,-0.253219848928646,9,0.422844508401823,2.29227308478615,0.53700392137101,8
153,"Lei","Foakor","[redacted]","[redacted]",11531,163,226,1,0.132083892822266,0.257393807172775,0.293170481920242,-0.155473083257675,-0.0707604065537453,0.631752729415894,-0.197067871689796,0,0.0440030246973038,0.318965256214142,0,1,0.943833236826867,0.504576914489842,1,0.81613671710557,0.488960723323493,0.372345829456652,0.430653276390072,1,1,68,80,110,94,1,1,68,80,110,94,0.881971465629054,0.550826239359039,1,0.810932568329364,0.77145612343298,0.386354295108919,1,0.719270139513966,0,119,"FALSE",0,61,0,130,0.0135017700361292,6,0.488960743593135,1.22750978175268,0.346721281368123,4
154,"Lei","Koima","[redacted]","[redacted]",11540,135,214,1,0.364505380392075,0.224299848079681,1.0889003276825,-0.105214305222034,0.594731152057648,-0.514608442783356,-0.197067871689796,0,0.692683815956116,-0.174871027469635,2,0,0.781702374059062,0.47778521991516,1,0.753162531324741,0.436092484252077,0.460822968743087,0.448457726497582,1,1,100,31,164,45,1,1,100,31,164,45,1,0.821231847771658,1,0.940410615923886,0.29893924783028,0.184956843403206,1,0.494632030411162,1,157,"TRUE",1,74,0,116.666666666667,-0.249935242447529,9,0.436092503693733,1.14793956247109,0.731670415912505,8
155,"Lei","Kongoifeh","[redacted]","[redacted]",11551,25,48,0.714285714285714,-3.59189414978027,0.178974643349648,0,-0.198340862989426,-3.18111252784729,-2.04707407951355,-0.197067871689796,-0.14396533370018,-3.09122490882874,-0.96858149766922,0,0,0.144759698899826,0.107166778298727,0.714285714285714,0.322070730494756,0.351120854708389,0,0.175560427354195,0.75,0.666666666666667,9,13,18,24,0.75,0.666666666666667,9,13,18,24,0.116731517509728,0.0901352028042063,0.75,0.318955573437978,0.125361620057859,0.0986436498150432,0.666666666666667,0.29689064551319,0,88,"FALSE",0,52,0,24.5714285714286,1.11207070450837,8,0.351120870511654,-0.442354246713054,-0.285748014759705,4
156,"Lei","Saiama","[redacted]","[redacted]",11560,32,312,0.857142857142857,0.0199329610913992,-3.03969097137451,-2.18496012687683,-0.155473083257675,-1.41165328025818,-2.2978367805481,-0.197067871689796,-0.14396533370018,-1.37795114517212,-2.46713399887085,0,0,0.185292414591778,0.696584058941728,0.857142857142857,0.579673110225454,0.190691518314518,0.166978412357179,0.178834965335849,0.75,1,1,3,5,5,0.75,1,1,3,5,5,0.012970168612192,0.0250375563345018,0.75,0.262669241648898,0.0289296046287367,0.020550760378134,1,0.349826788335624,1,60,"FALSE",1,29,0,114.952380952381,0.334950056885555,9,0.190691522258037,1.43528211407782,-1.13101214786696,4
