"community_code","chiefdom","phu","community","cahw","id","n_reports","n_animals","findable","as_final_score_r1","as_final_score_r2","mfu_final_score_r1","mfu_final_score_r2","fr_final_score_r1","fr_final_score_r2","sao_final_score_r1","sao_final_score_r2","final_score_r1","final_score_r2","tier_r1","tier_r2","n_reports_std","n_animals_std","findable_std","y_effort_avg","y_qual_2","y_qual_1","y_qual_avg","findable_FALSE","findable_TRUE","n_reports_FALSE","n_reports_TRUE","n_animals_FALSE","n_animals_TRUE","findable_1","findable_2","n_reports_1","n_reports_2","n_animals_1","n_animals_2","n_reports_1_std","n_animals_1_std","findable_1_std","y_effort_1","n_reports_2_std","n_animals_2_std","findable_2_std","y_effort_2","t1_COMC","t1_block","primary_stratum","t3_P4P","t2t3_block","t2_CM","n_all","embedded","conscientiousness","final_score_r2_rescaled","y_anderson","final_score_r2_anderson","ipw"
157,"Lei","Saiama","[redacted]","[redacted]",11570,87,349,1,0.303594052791595,0.243921682238579,0.338640719652176,-0.143647491931915,-0.0368024781346321,0.631752729415894,-0.197067871689796,0,0.14972260594368,0.31824517250061,1,1,0.503763752171395,0.779191783880331,1,0.760985178683909,0.4888836336905,0.385455030539166,0.437169332114833,1,1,30,45,139,172,1,1,30,45,139,172,0.389105058365759,0.696044066099149,1,0.695049708154969,0.433944069431051,0.70694615700781,1,0.71363007547962,1,89,"FALSE",1,36,0,145.666666666667,0.183377539438641,9,0.488883654161329,1.95226858923016,0.406966435507655,4
159,"Lei","Saiama","[redacted]","[redacted]",11590,157,361,0.714285714285714,0.48296445608139,0.287889063358307,0.173810958862305,-0.143647491931915,0.45123502612114,0.631752729415894,-0.197067871689796,-0.14396533370018,0.395402848720551,0.274512648582458,1,1,0.909090909090909,0.805983478455013,0.714285714285714,0.809786700610545,0.484201794567988,0.411710079289022,0.447955936928505,1,0.333333333333333,80,64,190,106,1,0.333333333333333,80,64,190,106,1,0.951427140711067,1,0.983809046903689,0.617164898746384,0.435676120016441,0.333333333333333,0.462058117365386,1,119,"FALSE",0,38,1,172.904761904762,-0.534178874039313,9,0.484201815984789,1.48337731761541,-0.230049238304739,4
160,"Toli","Kpetema","[redacted]","[redacted]",11600,21,37,0.857142857142857,0.396906137466431,0.164787918329239,0.240121781826019,-0.170255079865456,0.442961513996124,0.631752729415894,-0.197067871689796,0,0.374127835035324,0.272000849246979,1,1,0.121598147075854,0.0826077249386024,0.857142857142857,0.353782909719105,0.483932892348801,0.410246241416374,0.447089566882587,0.75,1,9,10,14,20,0.75,1,9,10,14,20,0.116731517509728,0.0701051577366049,0.75,0.312278891748778,0.0964320154291225,0.082203041512536,1,0.392878352313886,1,118,"FALSE",0,49,0,19.6190476190476,0.885215966692928,5,0.483932912272699,-0.230386100950392,0.233778751591831,4
162,"Lei","Koima","[redacted]","[redacted]",11621,53,60,0.571428571428571,-3.59189414978027,0.223159402608871,0,-0.124430902302265,-3.18111252784729,0.122258879244328,0,0,-3.02960562705994,0.0947500616312027,0,1,0.306890561667632,0.133958472873409,0.571428571428571,0.337425868656537,0.464957094690601,0.0102949692732283,0.237626031981915,0.25,1,20,29,22,34,0.25,1,20,29,22,34,0.259403372243839,0.110165247871808,0.25,0.206522873371882,0.279652844744455,0.139745170571311,1,0.473132671771922,0,156,"TRUE",1,84,1,37.8571428571429,-0.54834768149713,9,0.46495711508719,-0.642269744624357,0.558852577393167,8
163,"Lei","Kongoifeh","[redacted]","[redacted]",11630,109,147,1,0.325713694095612,0.28089827299118,-0.116062141954899,4.31903648376465,0.488952308893204,0.631752729415894,-0.197067871689796,-0.14396533370018,0.251532733440399,2.223140001297,1,2,0.631152287203243,0.328198258539853,1,0.653116848581032,0.692814452474194,0.39032238110395,0.541568416789072,1,1,33,66,48,84,1,1,33,66,48,84,0.428015564202335,0.240360540811217,1,0.556125368337851,0.636451301832208,0.345252774352651,1,0.660568025394953,1,52,"FALSE",1,33,0,85.6666666666667,0.302726548635846,7,0.692814471153353,0.736286694532797,24.250858471197,4
164,"Lei","Kongoifeh","[redacted]","[redacted]",11640,35,35,0.285714285714286,-3.59189414978027,0.420105814933777,0,-0.139347270131111,-3.18111252784729,0.504379272460938,-0.197067871689796,-0.14396533370018,-3.09122490882874,0.27851140499115,0,1,0.202663578459757,0.0781424425094888,0.285714285714286,0.188840102227844,0.484629888061844,0,0.242314944030922,0,0.666666666666667,25,9,25,9,0,0.666666666666667,25,9,25,9,0.324254215304799,0.125187781672509,0,0.149813998992436,0.0867888138862102,0.0369913686806412,0.666666666666667,0.263482283077839,1,104,"FALSE",1,47,0,23.4285714285714,0.289802214488801,9,0.484629907682582,-1.35691958694026,-0.147591051689434,4
165,"Lei","Saiama","[redacted]","[redacted]",11650,77,221,0.857142857142857,0.360446244478226,-0.202105984091759,0.467473179101944,-0.127387300133705,-0.0712299942970276,0.377005785703659,0,0,0.261611938476562,0.0188835598528385,1,0,0.445859872611465,0.493413708417058,0.857142857142857,0.59880547939046,0.456835113690235,0.403651782805033,0.430243448247634,0.75,1,35,41,106,111,0.75,1,35,41,106,111,0.453955901426719,0.530796194291437,0.75,0.578250698572719,0.395371263259402,0.456226880394575,1,0.617199381217992,1,50,"FALSE",1,28,1,99.6190476190476,0.366991399742033,9,0.456835135093279,0.89626887479445,0.369594252972415,4
166,"Lei","Saiama","[redacted]","[redacted]",11660,27,53,0.714285714285714,0.326639920473099,0.297573447227478,0.61430436372757,-0.0519991330802441,0.564837098121643,0.631752729415894,-0.197067871689796,-0.14396533370018,0.514111042022705,0.318828910589218,2,1,0.156340474811812,0.118329984371512,0.714285714285714,0.329652057823013,0.488946127697011,0.432489923222562,0.460718025459786,0.75,0.666666666666667,11,12,25,23,0.75,0.666666666666667,11,12,25,23,0.142671854734112,0.125187781672509,0.75,0.339286545468873,0.115718418514947,0.0945334977394164,0.666666666666667,0.29230619430701,1,69,"FALSE",0,27,0,26.9047619047619,-0.0971436360248755,9,0.488946146947555,-0.411618943926629,0.276085000503567,4
167,"Lei","Foakor","[redacted]","[redacted]",11671,236,319,0.714285714285714,0.320582747459412,-0.00737182376906276,0.63419759273529,-0.119996301829815,0.168609544634819,0.631752729415894,1.09714889526367,0,0.745857298374176,0.218689382076263,2,1,1,0.712212547443626,0.714285714285714,0.80883275390978,0.47822556846973,0.480124339990543,0.479174954230137,0.5,1,82,130,124,140,0.5,1,82,130,124,140,1,0.620931397095643,0.5,0.706977132365215,1,0.575421290587752,1,0.858473763529251,0,69,"FALSE",1,51,1,185.238095238095,0.0651052558244038,7,0.478225588754982,1.23333346857629,0.450308094876247,4
168,"Lei","Gbongongor","[redacted]","[redacted]",11680,44,68,0.714285714285714,0.371837556362152,0.284145206212997,0.406846195459366,-0.0135659500956535,0.792491495609283,0.631752729415894,-0.197067871689796,-0.14396533370018,0.57075309753418,0.32976445555687,2,2,0.254777070063694,0.151819602589864,0.714285714285714,0.373627462313091,0.490116842822179,0.435906146405858,0.463011494614018,1,0.333333333333333,24,16,39,21,1,0.333333333333333,24,16,39,21,0.311284046692607,0.195292939409114,1,0.502192328700574,0.154291224686596,0.0863131935881628,0.333333333333333,0.191312583869364,1,58,"FALSE",0,34,1,37.5714285714286,-0.103192179396913,8,0.490116864924103,-0.316660431320117,0.48232061875827,4
169,"Lei","Kombayendeh","[redacted]","[redacted]",11691,23,56,0.857142857142857,0.358396232128143,0.260759681463242,-0.764013707637787,-0.185037076473236,0.322514086961746,-0.00511458469554782,-0.197067871689796,-0.14396533370018,-0.0106354085728526,-0.033976960927248,0,0,0.13317892298784,0.125027908015182,0.857142857142857,0.37178322938196,0.451176067545274,0.349485424546301,0.400330746045787,1,0.666666666666667,12,11,33,23,1,0.666666666666667,12,11,33,23,0.155642023346304,0.165247871807712,1,0.440296631718005,0.106075216972035,0.0945334977394164,0.666666666666667,0.289091793792706,0,66,"FALSE",0,60,0,26.6190476190476,0.60719912173286,6,0.45117608818615,-0.114993276160572,-0.399452226842512,4
171,"Lei","Gbongongor","[redacted]","[redacted]",11710,50,120,0.142857142857143,0.0489631742238998,0.0536374449729919,-0.100905396044254,-0.155473083257675,-0.198004812002182,0.631752729415894,0,-0.14396533370018,-0.111280366778374,0.166894644498825,0,1,0.289519397799653,0.267916945746819,0.142857142857143,0.233431162134538,0.47268061960536,0.351064360166719,0.41187248988604,0.25,0,34,16,87,33,0.25,0,34,16,87,33,0.440985732814527,0.43565348022033,0.25,0.375546404344952,0.154291224686596,0.135635018495684,0,0.0966420810607601,1,111,"FALSE",0,30,1,56.7142857142857,-0.213566356067747,9,0.472680640556068,-1.11865965500917,-0.375481045410657,4
172,"Lei","Foakor","[redacted]","[redacted]",11720,142,522,1,0.354581862688065,-0.241348668932915,0.770608484745026,-0.124430902302265,0.19249601662159,0.034689623862505,0,0,0.471231132745743,-0.146692276000977,2,0,0.822235089751013,1,1,0.940745029917004,0.439109193197184,0.432958671626258,0.436033932411721,1,1,61,53,333,123,1,1,61,53,333,123,0.79118028534371,1,1,0.930393428447903,0.511089681774349,0.505548705302096,1,0.672212795692149,1,108,"FALSE",0,36,1,221.666666666667,0.079370509078941,8,0.43910921397188,2.56407653376176,0.408331004971794,4
173,"Lei","Kombayendeh","[redacted]","[redacted]",11730,50,705,1,0.195774003863335,-0.208722963929176,-0.46087846159935,-0.122661538422108,-0.474618405103683,0.0431811846792698,-0.197067871689796,0,-0.343262076377869,-0.127936482429504,0,0,0.289519397799653,1,1,0.763173132599884,0.441117117315467,0.315183144554775,0.378150130935121,1,1,12,30,134,450,1,1,12,30,134,450,0.155642023346304,0.671006509764647,1,0.608882844370317,0.289296046287367,1,1,0.763098682095789,1,50,"FALSE",0,28,0,252,-0.0828625580012783,9,0.441117138109498,2.54105475278486,0.428364073080072,4
174,"Lei","Kongoifeh","[redacted]","[redacted]",11740,40,93,0.857142857142857,0.371008574962616,0.0904071480035782,0.0885541662573814,-0.155473083257675,0.267034649848938,-0.00511458469554782,0,-0.14396533370018,0.298475652933121,-0.0955486223101616,1,0,0.231615518239722,0.207635632953784,0.857142857142857,0.432131336112121,0.444584439629833,0.402079752792593,0.423332096211213,0.75,1,26,12,66,25,0.75,1,26,12,66,25,0.337224383916991,0.330495743615423,0.75,0.472573375844138,0.115718418514947,0.10275380189067,1,0.406157406801872,1,105,"FALSE",1,49,0,44.6190476190476,-0.984537353912569,9,0.444584459598808,0.112998485308417,-0.295837778798582,4
175,"Lei","Kombayendeh","[redacted]","[redacted]",11750,190,411,1,0.346208035945892,-0.201844021677971,-0.10631850361824,-0.121474504470825,0.766276776790619,1.59413003921509,-0.197067871689796,-0.14396533370018,0.387208193540573,0.490913152694702,1,2,1,0.917615539182854,1,0.972538513060951,0.507368814720915,0.40638966759503,0.456879241157972,1,1,31,113,60,249,1,1,31,113,60,249,0.402075226977951,0.300450676014021,1,0.567508634330657,1,1,1,1,1,127,"FALSE",1,43,0,200.666666666667,-0.183586341795721,9,0.50736883336232,2.34862576184153,-0.378054295010445,4
177,"Lei","Kombayendeh","[redacted]","[redacted]",11770,60,129,0.857142857142857,-3.59189414978027,0.0159647893160582,0,-0.153009414672852,-3.18111252784729,0.544183492660522,-0.197067871689796,0,-3.09122490882874,0.176160484552383,0,1,0.347423277359583,0.28801071667783,0.857142857142857,0.49752561706009,0.47367258631403,0,0.236836293157015,0.75,1,15,32,39,58,0.75,1,15,32,39,58,0.194552529182879,0.195292939409114,0.75,0.379948489530664,0.308582449373192,0.238388820386354,1,0.515657089919849,1,100,"FALSE",0,40,1,63.2857142857143,-0.0443036473375659,5,0.47367260625605,0.335693991169267,0.28642785560773,4
179,"Lei","Saiama","[redacted]","[redacted]",11790,52,141,1,0.363650351762772,-0.0764284804463387,0.960067927837372,-0.106692507863045,-0.312053889036179,0.122258879244328,0,0,0.309816837310791,-0.0285123828798532,1,0,0.301100173711639,0.314802411252512,1,0.53863419498805,0.451761084888293,0.416971860650906,0.434366472769599,1,1,20,30,68,66,1,1,20,30,68,66,0.259403372243839,0.340510766149224,1,0.533304712797688,0.289296046287367,0.271270036991369,1,0.520188694426245,1,158,"TRUE",0,75,0,64.6666666666667,-0.00359396744448073,4,0.451761105190173,0.685741404652797,0.553147922747338,8
180,"Lei","Koima","[redacted]","[redacted]",11800,28,28,1,0.375253200531006,0.330642372369766,1.07374358177185,-0.0947026684880257,0.646854043006897,0.631752729415894,-0.197067871689796,-0.14396533370018,0.715943038463593,0.314615368843079,2,1,0.162130862767805,0.062513954007591,1,0.408214938925132,0.488495041508672,0.463315581065911,0.475905311287292,1,1,5,18,6,16,1,1,5,18,6,16,0.0648508430609598,0.0300450676014021,1,0.364965303554121,0.17357762777242,0.0657624332100288,1,0.413113353660816,1,156,"TRUE",0,69,0,19,0.547991060160769,7,0.488495061146002,-0.00357141922572052,0.0531752375859328,8
182,"Lei","Saiama","[redacted]","[redacted]",11821,59,101,0.857142857142857,0.25985723733902,0.124249875545502,-0.100905396044254,-0.155473083257675,-0.755988001823425,-0.981644451618195,-0.197067871689796,0,-0.32747033238411,-0.444857060909271,0,0,0.34163288940359,0.225496762670239,0.857142857142857,0.474757503072229,0.407188804005891,0.32263720189753,0.36491300295171,0.75,1,15,37,40,51,0.75,1,15,37,40,51,0.194552529182879,0.200300450676014,0.75,0.381617659952965,0.356798457087753,0.209617755856967,1,0.52213873764824,0,157,"TRUE",1,82,0,53.6190476190476,0.424732848056364,8,0.407188822743237,0.166128710412729,0.470666831181276,8
183,"Lei","Kongoifeh","[redacted]","[redacted]",11831,135,153,1,0.247907698154449,0.322713732719421,0.742189526557922,-0.0993015095591545,-0.0916983112692833,-0.00511458469554782,-0.197067871689796,0,0.226658686995506,0.0935737490653992,1,1,0.781702374059062,0.341594105827194,1,0.707765493295419,0.464831162761778,0.400759820285986,0.432795491523882,1,1,88,41,104,42,1,1,88,41,104,42,1,0.520781171757636,1,0.840260390585879,0.395371263259402,0.172626387176326,1,0.522665883478576,0,130,"FALSE",0,66,0,96.3333333333333,0.648935592988978,9,0.464831183524483,0.779074645170581,0.744352515826005,4
184,"Lei","Kombayendeh","[redacted]","[redacted]",11841,60,138,0.571428571428571,0.460696995258331,0.164554417133331,0.997959911823273,-0.150545760989189,0.494471192359924,0.544183492660522,1.10068154335022,-0.14396533370018,1.06821835041046,0.179260283708572,2,1,0.347423277359583,0.308104487608841,0.571428571428571,0.408985445465665,0.474004439421574,0.52365501728563,0.498829728353602,0.25,1,20,34,47,78,0.25,1,20,34,47,78,0.259403372243839,0.235353029544316,0.25,0.248252133929385,0.327868852459016,0.32059186189889,1,0.549486904785969,0,105,"FALSE",1,58,1,66.1904761904762,-0.00328128181301585,7,0.474004458999245,-0.168854750500058,-0.301094397006118,4
185,"Lei","Saiama","[redacted]","[redacted]",11850,127,246,0.571428571428571,0.347062200307846,-0.0749773532152176,0.202229887247086,-0.1340391933918,0.792491495609283,0.224157646298409,0,-0.14396533370018,0.557359516620636,-0.058234553784132,2,0,0.735379270411118,0.549229738780978,0.571428571428571,0.618679193540222,0.448579142386474,0.434217527918639,0.441398335152556,0.75,0.333333333333333,63,59,149,90,0.75,0.333333333333333,63,59,149,90,0.817120622568094,0.746119178768152,0.75,0.771079933778749,0.568948891031823,0.369913686806412,0.333333333333333,0.424065303723856,1,104,"FALSE",0,47,0,124.52380952381,0.229714485409817,6,0.448579162279909,0.500983424330736,-0.259238189901665,4
186,"Lei","Gbongongor","[redacted]","[redacted]",11860,47,87,1,0.306182265281677,0.0124262068420649,-1.0482029914856,-0.236774042248726,-0.53436690568924,-0.169638633728027,-0.197067871689796,-0.14396533370018,-0.50434684753418,-0.237160071730614,0,0,0.272148233931673,0.194239785666443,1,0.488796006532706,0.4294240556232,0.28714738580803,0.358285720715615,1,1,25,17,48,33,1,1,25,17,48,33,0.324254215304799,0.240360540811217,1,0.521538252038672,0.163934426229508,0.135635018495684,1,0.433189814908398,1,51,"FALSE",1,38,0,45,0,NA,0.429424074815788,0.357954064605244,-0.751381386592121,4
187,"Lei","Kombayendeh","[redacted]","[redacted]",11871,142,1533,0.857142857142857,-0.397053152322769,-0.373161196708679,0.174947738647461,-0.134778290987015,-0.132102683186531,-0.762455940246582,-0.197067871689796,0.696830987930298,-0.255923449993134,-0.252734690904617,0,0,0.822235089751013,1,0.857142857142857,0.893125982297957,0.427756695105418,0.335322716957349,0.381539706031384,1,0.666666666666667,66,75,1015,505,1,0.666666666666667,66,75,1015,505,0.85603112840467,1,1,0.95201037613489,0.723240115718419,1,0.666666666666667,0.796635594128362,0,158,"TRUE",1,92,0,558.619047619048,-0.66077261479223,8,0.42775671514612,2.28459081656886,3.54660525140699,8
190,"Lei","Kongoifeh","[redacted]","[redacted]",11900,56,124,0.571428571428571,0.415619254112244,0.110313788056374,0.725138187408447,0.00924055371433496,0.148027449846268,0.485803961753845,-0.197067871689796,0,0.402772724628448,0.262848645448685,1,1,0.324261725535611,0.276847510605046,0.571428571428571,0.390845935856409,0.482953091438315,0.421153868351577,0.452053479894946,0.5,0.666666666666667,39,17,86,38,0.5,0.666666666666667,39,17,86,38,0.505836575875487,0.43064596895343,0.5,0.478827514942972,0.163934426229508,0.156185778873818,0.666666666666667,0.328928957256664,1,159,"TRUE",0,78,0,60.1904761904762,-0.83895824333433,5,0.482953112039295,-0.254513219502448,1.2151546217974,8
191,"Lei","Foakor","[redacted]","[redacted]",11911,9,31,0,-3.59189414978027,-3.03969097137451,0,-0.155473083257675,-3.18111252784729,-2.2978367805481,-0.197067871689796,-0.14396533370018,-3.09122490882874,-2.46713399887085,0,0,0.0521134916039375,0.0692118776512615,0,0.040441789751733,0.190691518314518,0,0.0953457591572589,0,0,5,0,16,0,0,0,5,0,16,0,0.0648508430609598,0.0801201802704056,0,0.0483236744437885,0,0,0,0,0,34,"FALSE",1,51,0,13.3333333333333,-0.450941311968883,7,0.190691522258037,-1.94658504024907,-1.13101214786696,4
192,"Lei","Koima","[redacted]","[redacted]",11920,68,93,1,0.391540914773941,0.291642040014267,-0.0900790691375732,-0.199819058179855,0.792491495609283,0.631752729415894,-0.197067871689796,0,0.42414852976799,0.314549177885056,2,1,0.393746381007528,0.207635632953784,1,0.533794004653771,0.48848795360469,0.410975726147293,0.449731839875991,1,1,49,16,70,17,1,1,49,16,70,17,0.635538261997406,0.350525788683025,1,0.66202135022681,0.154291224686596,0.0698725852856556,1,0.408054603324084,1,53,"FALSE",1,46,1,54,0.123132265756536,9,0.488487974993033,0.399490831494283,0.115206254686424,4
193,"Lei","Koima","[redacted]","[redacted]",11931,114,111,1,0.216956540942192,0.107396937906742,-1.0482029914856,-0.244165048003197,0.792491495609283,0.631752729415894,-0.197067871689796,0,0.0468129888176918,0.214578449726105,0,1,0.660104226983208,0.247823174815807,1,0.635975800599672,0.477785467307296,0.351802219046869,0.414793843177082,1,1,62,39,60,38,1,1,62,39,60,38,0.804150453955902,0.300450676014021,1,0.701533709989974,0.376084860173578,0.156185778873818,1,0.510756879682465,0,98,"FALSE",1,56,0,75.3333333333333,0.234097011960464,8,0.477785487926267,0.519847107415669,-0.191443823250648,4
